ref_area,country,time_period,gdp
VEN,Venezuela (Bolivarian Republic of),2018,6842.32822530555
VEN,Venezuela (Bolivarian Republic of),2017,8112.05337394037
VNM,Viet Nam,2021,3756.48890091386
VNM,Viet Nam,2020,3586.34717579247
VNM,Viet Nam,2019,3491.09140862154
VNM,Viet Nam,2018,3267.22506989236
VNM,Viet Nam,2017,2992.07153389189
YEM,Yemen,2021,301.586433409629
YEM,Yemen,2020,291.679074288201
YEM,Yemen,2019,411.460367551761
YEM,Yemen,2018,866.227188180114
YEM,Yemen,2017,612.353053566782
ZMB,Zambia,2021,1094.50161325854
ZMB,Zambia,2020,956.831747348037
ZMB,Zambia,2019,1268.213128397
ZMB,Zambia,2018,1475.22665313712
ZMB,Zambia,2017,1495.43766522084
ZWE,Zimbabwe,2021,1507.99478989121
ZWE,Zimbabwe,2020,1382.59142626269
ZWE,Zimbabwe,2019,1471.5139829685
ZWE,Zimbabwe,2018,1570.88602883143
ZWE,Zimbabwe,2017,1494.17014357098
