ref_area,measure,time_period,exposure
ABW,HD_POP_IND,1979,0.0
ABW,HD_POP_IND,1980,0.0
ABW,HD_POP_IND,1981,0.0
ABW,HD_POP_IND,1982,0.0
ABW,HD_POP_IND,1983,0.0
ABW,HD_POP_IND,1984,0.0
ABW,HD_POP_IND,1985,0.0
ABW,HD_POP_IND,1986,0.0
ABW,HD_POP_IND,1987,0.0
ABW,HD_POP_IND,1988,0.0
ABW,HD_POP_IND,1989,0.0
ABW,HD_POP_IND,1990,0.0
ABW,HD_POP_IND,1991,0.0
ABW,HD_POP_IND,1992,0.0
ABW,HD_POP_IND,1993,0.0
ABW,HD_POP_IND,1994,0.0
ABW,HD_POP_IND,1995,0.0
ABW,HD_POP_IND,1996,0.0
ABW,HD_POP_IND,1997,0.0
ABW,HD_POP_IND,1998,0.0
ABW,HD_POP_IND,1999,0.0
ABW,HD_POP_IND,2000,0.0
ABW,HD_POP_IND,2001,0.0
ABW,HD_POP_IND,2002,0.0
ABW,HD_POP_IND,2003,0.0
ABW,HD_POP_IND,2004,0.0
ABW,HD_POP_IND,2005,0.0
ABW,HD_POP_IND,2006,0.0
ABW,HD_POP_IND,2007,0.0
ABW,HD_POP_IND,2008,0.0
ABW,HD_POP_IND,2009,0.0
ABW,HD_POP_IND,2010,0.0
ABW,HD_POP_IND,2011,0.0
ABW,HD_POP_IND,2012,0.0
ABW,HD_POP_IND,2013,0.0
ABW,HD_POP_IND,2014,0.0
ABW,HD_POP_IND,2015,0.0
ABW,HD_POP_IND,2016,0.0
ABW,HD_POP_IND,2017,0.0
ABW,HD_POP_IND,2018,0.0
ABW,HD_POP_IND,2019,0.0
ABW,HD_POP_IND,2020,0.0
ABW,HD_POP_IND,2021,0.0
ABW,HD_TN_POP_IND,1979,0.0
ABW,HD_TN_POP_IND,1980,0.0
ABW,HD_TN_POP_IND,1981,0.0
ABW,HD_TN_POP_IND,1982,0.0
ABW,HD_TN_POP_IND,1983,0.0
ABW,HD_TN_POP_IND,1984,0.0
ABW,HD_TN_POP_IND,1985,0.0
ABW,HD_TN_POP_IND,1986,0.0
ABW,HD_TN_POP_IND,1987,0.0
ABW,HD_TN_POP_IND,1988,0.0
ABW,HD_TN_POP_IND,1989,0.0
ABW,HD_TN_POP_IND,1990,0.0
ABW,HD_TN_POP_IND,1991,0.0
ABW,HD_TN_POP_IND,1992,0.0
ABW,HD_TN_POP_IND,1993,0.0
ABW,HD_TN_POP_IND,1994,0.0
ABW,HD_TN_POP_IND,1995,0.0
ABW,HD_TN_POP_IND,1996,0.0
ABW,HD_TN_POP_IND,1997,0.0
ABW,HD_TN_POP_IND,1998,0.0
ABW,HD_TN_POP_IND,1999,0.0
ABW,HD_TN_POP_IND,2000,0.0
ABW,HD_TN_POP_IND,2001,0.0
ABW,HD_TN_POP_IND,2002,0.0
ABW,HD_TN_POP_IND,2003,0.0
ABW,HD_TN_POP_IND,2004,0.0
ABW,HD_TN_POP_IND,2005,0.0
ABW,HD_TN_POP_IND,2006,0.0
ABW,HD_TN_POP_IND,2007,0.0
ABW,HD_TN_POP_IND,2008,0.0
ABW,HD_TN_POP_IND,2009,0.0
ABW,HD_TN_POP_IND,2010,0.0
ABW,HD_TN_POP_IND,2011,0.0
ABW,HD_TN_POP_IND,2012,0.0
ABW,HD_TN_POP_IND,2013,0.0
ABW,HD_TN_POP_IND,2014,0.0
ABW,HD_TN_POP_IND,2015,0.0
ABW,HD_TN_POP_IND,2016,0.0
ABW,HD_TN_POP_IND,2017,0.0
ABW,HD_TN_POP_IND,2018,0.0
ABW,HD_TN_POP_IND,2019,0.0
ABW,HD_TN_POP_IND,2020,0.0
ABW,HD_TN_POP_IND,2021,0.0
ABW,ID_POP_IND,1979,0.0
ABW,ID_POP_IND,1980,0.0
ABW,ID_POP_IND,1981,0.0
ABW,ID_POP_IND,1982,0.0
ABW,ID_POP_IND,1983,0.0
ABW,ID_POP_IND,1984,0.0
ABW,ID_POP_IND,1985,0.0
ABW,ID_POP_IND,1986,0.0
ABW,ID_POP_IND,1987,0.0
ABW,ID_POP_IND,1988,0.0
ABW,ID_POP_IND,1989,0.0
ABW,ID_POP_IND,1990,0.0
ABW,ID_POP_IND,1991,0.0
ABW,ID_POP_IND,1992,0.0
ABW,ID_POP_IND,1993,0.0
ABW,ID_POP_IND,1994,0.0
ABW,ID_POP_IND,1995,0.0
ABW,ID_POP_IND,1996,0.0
ABW,ID_POP_IND,1997,0.0
ABW,ID_POP_IND,1998,0.0
ABW,ID_POP_IND,1999,0.0
ABW,ID_POP_IND,2000,0.0
ABW,ID_POP_IND,2001,0.0
ABW,ID_POP_IND,2002,0.0
ABW,ID_POP_IND,2003,0.0
ABW,ID_POP_IND,2004,0.0
ABW,ID_POP_IND,2005,0.0
ABW,ID_POP_IND,2006,0.0
ABW,ID_POP_IND,2007,0.0
ABW,ID_POP_IND,2008,0.0
ABW,ID_POP_IND,2009,0.0
ABW,ID_POP_IND,2010,0.0
ABW,ID_POP_IND,2011,0.0
ABW,ID_POP_IND,2012,0.0
ABW,ID_POP_IND,2013,0.0
ABW,ID_POP_IND,2014,0.0
ABW,ID_POP_IND,2015,0.0
ABW,ID_POP_IND,2016,0.0
ABW,ID_POP_IND,2017,0.0
ABW,ID_POP_IND,2018,0.0
ABW,ID_POP_IND,2019,0.0
ABW,ID_POP_IND,2020,0.0
ABW,ID_POP_IND,2021,0.0
ABW,TN_POP_IND,1979,99.599
ABW,TN_POP_IND,1980,99.61883
ABW,TN_POP_IND,1981,99.6386
ABW,TN_POP_IND,1982,99.65832
ABW,TN_POP_IND,1983,99.67797
ABW,TN_POP_IND,1984,99.69756
ABW,TN_POP_IND,1985,99.7171
ABW,TN_POP_IND,1986,99.73657
ABW,TN_POP_IND,1987,99.75599
ABW,TN_POP_IND,1988,99.77535
ABW,TN_POP_IND,1989,99.79465
ABW,TN_POP_IND,1990,99.8139
ABW,TN_POP_IND,1991,99.82585
ABW,TN_POP_IND,1992,99.83679
ABW,TN_POP_IND,1993,99.84685
ABW,TN_POP_IND,1994,99.85612
ABW,TN_POP_IND,1995,99.8647
ABW,TN_POP_IND,1996,99.87266
ABW,TN_POP_IND,1997,99.88007
ABW,TN_POP_IND,1998,99.88698
ABW,TN_POP_IND,1999,99.89343
ABW,TN_POP_IND,2000,99.89948
ABW,TN_POP_IND,2001,99.90251
ABW,TN_POP_IND,2002,99.90549
ABW,TN_POP_IND,2003,99.90841
ABW,TN_POP_IND,2004,99.91128
ABW,TN_POP_IND,2005,99.91409
ABW,TN_POP_IND,2006,99.91686
ABW,TN_POP_IND,2007,99.91957
ABW,TN_POP_IND,2008,99.92224
ABW,TN_POP_IND,2009,99.92486
ABW,TN_POP_IND,2010,99.92743
ABW,TN_POP_IND,2011,99.92997
ABW,TN_POP_IND,2012,99.93245
ABW,TN_POP_IND,2013,99.9349
ABW,TN_POP_IND,2014,99.93731
ABW,TN_POP_IND,2015,99.93967
ABW,TN_POP_IND,2016,99.942
ABW,TN_POP_IND,2017,99.94428
ABW,TN_POP_IND,2018,99.94654
ABW,TN_POP_IND,2019,99.94875
ABW,TN_POP_IND,2020,99.95093
ABW,TN_POP_IND,2021,99.95308
AES,HD_POP_IND,1979,16.7
AES,HD_POP_IND,1980,26.7
AES,HD_POP_IND,1981,21.599999999999998
AES,HD_POP_IND,1982,21.099999999999998
AES,HD_POP_IND,1983,41.6
AES,HD_POP_IND,1984,26.0
AES,HD_POP_IND,1985,22.8
AES,HD_POP_IND,1986,22.900000000000002
AES,HD_POP_IND,1987,32.300000000000004
AES,HD_POP_IND,1988,36.1
AES,HD_POP_IND,1989,21.6
AES,HD_POP_IND,1990,37.0
AES,HD_POP_IND,1991,32.8
AES,HD_POP_IND,1992,30.7
AES,HD_POP_IND,1993,26.3
AES,HD_POP_IND,1994,41.9
AES,HD_POP_IND,1995,39.4
AES,HD_POP_IND,1996,30.200000000000003
AES,HD_POP_IND,1997,26.1
AES,HD_POP_IND,1998,35.5
AES,HD_POP_IND,1999,31.0
AES,HD_POP_IND,2000,30.2
AES,HD_POP_IND,2001,32.7
AES,HD_POP_IND,2002,35.6
AES,HD_POP_IND,2003,38.3
AES,HD_POP_IND,2004,28.4
AES,HD_POP_IND,2005,35.0
AES,HD_POP_IND,2006,45.9
AES,HD_POP_IND,2007,42.4
AES,HD_POP_IND,2008,33.1
AES,HD_POP_IND,2009,31.5
AES,HD_POP_IND,2010,40.1
AES,HD_POP_IND,2011,41.3
AES,HD_POP_IND,2012,54.4
AES,HD_POP_IND,2013,45.6
AES,HD_POP_IND,2014,29.200000000000003
AES,HD_POP_IND,2015,52.5
AES,HD_POP_IND,2016,38.3
AES,HD_POP_IND,2017,40.800000000000004
AES,HD_POP_IND,2018,49.300000000000004
AES,HD_POP_IND,2019,59.4
AES,HD_POP_IND,2020,46.50000000000001
AES,HD_POP_IND,2021,41.10000000000001
AES,HD_TN_POP_IND,1979,15.1
AES,HD_TN_POP_IND,1980,25.0
AES,HD_TN_POP_IND,1981,19.8
AES,HD_TN_POP_IND,1982,19.7
AES,HD_TN_POP_IND,1983,35.3
AES,HD_TN_POP_IND,1984,22.5
AES,HD_TN_POP_IND,1985,20.2
AES,HD_TN_POP_IND,1986,19.400000000000002
AES,HD_TN_POP_IND,1987,29.6
AES,HD_TN_POP_IND,1988,33.6
AES,HD_TN_POP_IND,1989,19.0
AES,HD_TN_POP_IND,1990,32.9
AES,HD_TN_POP_IND,1991,29.5
AES,HD_TN_POP_IND,1992,27.3
AES,HD_TN_POP_IND,1993,23.599999999999998
AES,HD_TN_POP_IND,1994,37.7
AES,HD_TN_POP_IND,1995,36.800000000000004
AES,HD_TN_POP_IND,1996,27.5
AES,HD_TN_POP_IND,1997,25.0
AES,HD_TN_POP_IND,1998,29.5
AES,HD_TN_POP_IND,1999,29.599999999999998
AES,HD_TN_POP_IND,2000,26.299999999999997
AES,HD_TN_POP_IND,2001,30.5
AES,HD_TN_POP_IND,2002,32.2
AES,HD_TN_POP_IND,2003,33.3
AES,HD_TN_POP_IND,2004,26.5
AES,HD_TN_POP_IND,2005,33.2
AES,HD_TN_POP_IND,2006,38.0
AES,HD_TN_POP_IND,2007,39.0
AES,HD_TN_POP_IND,2008,31.299999999999997
AES,HD_TN_POP_IND,2009,24.6
AES,HD_TN_POP_IND,2010,36.9
AES,HD_TN_POP_IND,2011,38.0
AES,HD_TN_POP_IND,2012,46.6
AES,HD_TN_POP_IND,2013,40.1
AES,HD_TN_POP_IND,2014,26.200000000000003
AES,HD_TN_POP_IND,2015,45.3
AES,HD_TN_POP_IND,2016,33.8
AES,HD_TN_POP_IND,2017,37.1
AES,HD_TN_POP_IND,2018,44.599999999999994
AES,HD_TN_POP_IND,2019,51.9
AES,HD_TN_POP_IND,2020,40.5
AES,HD_TN_POP_IND,2021,39.6
AES,ID_POP_IND,1979,51.2
AES,ID_POP_IND,1980,53.7
AES,ID_POP_IND,1981,56.8
AES,ID_POP_IND,1982,52.0
AES,ID_POP_IND,1983,46.6
AES,ID_POP_IND,1984,51.7
AES,ID_POP_IND,1985,63.7
AES,ID_POP_IND,1986,55.1
AES,ID_POP_IND,1987,54.0
AES,ID_POP_IND,1988,41.4
AES,ID_POP_IND,1989,44.5
AES,ID_POP_IND,1990,39.699999999999996
AES,ID_POP_IND,1991,48.1
AES,ID_POP_IND,1992,39.800000000000004
AES,ID_POP_IND,1993,48.2
AES,ID_POP_IND,1994,47.800000000000004
AES,ID_POP_IND,1995,45.4
AES,ID_POP_IND,1996,69.5
AES,ID_POP_IND,1997,47.8
AES,ID_POP_IND,1998,43.9
AES,ID_POP_IND,1999,41.1
AES,ID_POP_IND,2000,46.8
AES,ID_POP_IND,2001,44.8
AES,ID_POP_IND,2002,41.6
AES,ID_POP_IND,2003,49.1
AES,ID_POP_IND,2004,43.8
AES,ID_POP_IND,2005,51.2
AES,ID_POP_IND,2006,48.4
AES,ID_POP_IND,2007,42.0
AES,ID_POP_IND,2008,44.4
AES,ID_POP_IND,2009,47.7
AES,ID_POP_IND,2010,56.4
AES,ID_POP_IND,2011,44.300000000000004
AES,ID_POP_IND,2012,45.1
AES,ID_POP_IND,2013,49.2
AES,ID_POP_IND,2014,41.9
AES,ID_POP_IND,2015,44.0
AES,ID_POP_IND,2016,41.7
AES,ID_POP_IND,2017,41.0
AES,ID_POP_IND,2018,51.5
AES,ID_POP_IND,2019,42.4
AES,ID_POP_IND,2020,34.4
AES,ID_POP_IND,2021,47.800000000000004
AES,TN_POP_IND,1979,55.4
AES,TN_POP_IND,1980,54.8
AES,TN_POP_IND,1981,56.3
AES,TN_POP_IND,1982,58.6
AES,TN_POP_IND,1983,64.80000000000001
AES,TN_POP_IND,1984,58.4
AES,TN_POP_IND,1985,56.099999999999994
AES,TN_POP_IND,1986,57.900000000000006
AES,TN_POP_IND,1987,59.5
AES,TN_POP_IND,1988,60.4
AES,TN_POP_IND,1989,62.8
AES,TN_POP_IND,1990,62.1
AES,TN_POP_IND,1991,62.3
AES,TN_POP_IND,1992,72.6
AES,TN_POP_IND,1993,56.3
AES,TN_POP_IND,1994,74.1
AES,TN_POP_IND,1995,65.8
AES,TN_POP_IND,1996,66.6
AES,TN_POP_IND,1997,66.2
AES,TN_POP_IND,1998,66.0
AES,TN_POP_IND,1999,62.0
AES,TN_POP_IND,2000,61.0
AES,TN_POP_IND,2001,65.4
AES,TN_POP_IND,2002,63.8
AES,TN_POP_IND,2003,74.7
AES,TN_POP_IND,2004,64.4
AES,TN_POP_IND,2005,67.69999999999999
AES,TN_POP_IND,2006,76.2
AES,TN_POP_IND,2007,65.5
AES,TN_POP_IND,2008,59.6
AES,TN_POP_IND,2009,61.2
AES,TN_POP_IND,2010,76.4
AES,TN_POP_IND,2011,65.7
AES,TN_POP_IND,2012,71.7
AES,TN_POP_IND,2013,73.1
AES,TN_POP_IND,2014,68.9
AES,TN_POP_IND,2015,76.8
AES,TN_POP_IND,2016,69.7
AES,TN_POP_IND,2017,70.4
AES,TN_POP_IND,2018,77.4
AES,TN_POP_IND,2019,77.4
AES,TN_POP_IND,2020,74.7
AES,TN_POP_IND,2021,72.6
AFG,HD_POP_IND,1979,59.7
AFG,HD_POP_IND,1980,54.3
AFG,HD_POP_IND,1981,66.2
AFG,HD_POP_IND,1982,60.0
AFG,HD_POP_IND,1983,65.6
AFG,HD_POP_IND,1984,56.2
AFG,HD_POP_IND,1985,62.4
AFG,HD_POP_IND,1986,61.3
AFG,HD_POP_IND,1987,45.5
AFG,HD_POP_IND,1988,68.5
AFG,HD_POP_IND,1989,45.400000000000006
AFG,HD_POP_IND,1990,58.9
AFG,HD_POP_IND,1991,56.199999999999996
AFG,HD_POP_IND,1992,54.0
AFG,HD_POP_IND,1993,54.5
AFG,HD_POP_IND,1994,61.5
AFG,HD_POP_IND,1995,65.0
AFG,HD_POP_IND,1996,57.4
AFG,HD_POP_IND,1997,65.3
AFG,HD_POP_IND,1998,78.8
AFG,HD_POP_IND,1999,62.1
AFG,HD_POP_IND,2000,59.1
AFG,HD_POP_IND,2001,75.4
AFG,HD_POP_IND,2002,72.5
AFG,HD_POP_IND,2003,78.5
AFG,HD_POP_IND,2004,59.9
AFG,HD_POP_IND,2005,68.7
AFG,HD_POP_IND,2006,78.4
AFG,HD_POP_IND,2007,61.300000000000004
AFG,HD_POP_IND,2008,74.60000000000001
AFG,HD_POP_IND,2009,60.3
AFG,HD_POP_IND,2010,65.9
AFG,HD_POP_IND,2011,64.3
AFG,HD_POP_IND,2012,62.0
AFG,HD_POP_IND,2013,64.3
AFG,HD_POP_IND,2014,64.8
AFG,HD_POP_IND,2015,64.1
AFG,HD_POP_IND,2016,61.800000000000004
AFG,HD_POP_IND,2017,67.1
AFG,HD_POP_IND,2018,63.800000000000004
AFG,HD_POP_IND,2019,65.2
AFG,HD_POP_IND,2020,65.0
AFG,HD_POP_IND,2021,67.39999999999999
AFG,HD_TN_POP_IND,1979,49.53274
AFG,HD_TN_POP_IND,1980,44.278746
AFG,HD_TN_POP_IND,1981,59.677423999999995
AFG,HD_TN_POP_IND,1982,57.938382000000004
AFG,HD_TN_POP_IND,1983,65.1051448
AFG,HD_TN_POP_IND,1984,50.573154
AFG,HD_TN_POP_IND,1985,53.689439
AFG,HD_TN_POP_IND,1986,55.356096
AFG,HD_TN_POP_IND,1987,44.242985
AFG,HD_TN_POP_IND,1988,64.617173
AFG,HD_TN_POP_IND,1989,42.88671
AFG,HD_TN_POP_IND,1990,52.045955
AFG,HD_TN_POP_IND,1991,41.136117
AFG,HD_TN_POP_IND,1992,41.305189
AFG,HD_TN_POP_IND,1993,42.286781999999995
AFG,HD_TN_POP_IND,1994,55.790711
AFG,HD_TN_POP_IND,1995,56.927178999999995
AFG,HD_TN_POP_IND,1996,48.550206
AFG,HD_TN_POP_IND,1997,62.373239
AFG,HD_TN_POP_IND,1998,61.19749100000001
AFG,HD_TN_POP_IND,1999,57.024148999999994
AFG,HD_TN_POP_IND,2000,52.002418
AFG,HD_TN_POP_IND,2001,64.965539
AFG,HD_TN_POP_IND,2002,59.019536
AFG,HD_TN_POP_IND,2003,60.911281
AFG,HD_TN_POP_IND,2004,45.057944
AFG,HD_TN_POP_IND,2005,58.575101000000004
AFG,HD_TN_POP_IND,2006,63.042590000000004
AFG,HD_TN_POP_IND,2007,57.331568
AFG,HD_TN_POP_IND,2008,64.287835
AFG,HD_TN_POP_IND,2009,56.501234
AFG,HD_TN_POP_IND,2010,62.650498
AFG,HD_TN_POP_IND,2011,63.209697999999996
AFG,HD_TN_POP_IND,2012,57.479036
AFG,HD_TN_POP_IND,2013,62.136221
AFG,HD_TN_POP_IND,2014,59.566277
AFG,HD_TN_POP_IND,2015,63.195626000000004
AFG,HD_TN_POP_IND,2016,59.238758000000004
AFG,HD_TN_POP_IND,2017,65.239569
AFG,HD_TN_POP_IND,2018,63.611408
AFG,HD_TN_POP_IND,2019,61.731296
AFG,HD_TN_POP_IND,2020,49.773199999999996
AFG,HD_TN_POP_IND,2021,65.854735
AFG,ID_POP_IND,1979,87.033
AFG,ID_POP_IND,1980,91.872
AFG,ID_POP_IND,1981,73.937
AFG,ID_POP_IND,1982,89.793
AFG,ID_POP_IND,1983,85.598
AFG,ID_POP_IND,1984,90.23
AFG,ID_POP_IND,1985,86.875
AFG,ID_POP_IND,1986,92.1
AFG,ID_POP_IND,1987,74.482
AFG,ID_POP_IND,1988,85.995
AFG,ID_POP_IND,1989,85.95100000000001
AFG,ID_POP_IND,1990,91.692
AFG,ID_POP_IND,1991,88.873
AFG,ID_POP_IND,1992,85.123
AFG,ID_POP_IND,1993,86.892
AFG,ID_POP_IND,1994,86.05
AFG,ID_POP_IND,1995,77.028
AFG,ID_POP_IND,1996,94.325
AFG,ID_POP_IND,1997,83.258
AFG,ID_POP_IND,1998,85.44
AFG,ID_POP_IND,1999,81.928
AFG,ID_POP_IND,2000,88.608
AFG,ID_POP_IND,2001,84.022
AFG,ID_POP_IND,2002,85.453
AFG,ID_POP_IND,2003,79.97699999999999
AFG,ID_POP_IND,2004,77.077
AFG,ID_POP_IND,2005,86.02
AFG,ID_POP_IND,2006,80.391
AFG,ID_POP_IND,2007,80.454
AFG,ID_POP_IND,2008,89.252
AFG,ID_POP_IND,2009,67.248
AFG,ID_POP_IND,2010,81.7
AFG,ID_POP_IND,2011,80.26299999999999
AFG,ID_POP_IND,2012,86.368
AFG,ID_POP_IND,2013,86.378
AFG,ID_POP_IND,2014,88.42999999999999
AFG,ID_POP_IND,2015,74.248
AFG,ID_POP_IND,2016,75.35300000000001
AFG,ID_POP_IND,2017,82.42099999999999
AFG,ID_POP_IND,2018,74.777
AFG,ID_POP_IND,2019,69.53999999999999
AFG,ID_POP_IND,2020,82.569
AFG,ID_POP_IND,2021,68.48400000000001
AFG,TN_POP_IND,1979,67.377977
AFG,TN_POP_IND,1980,66.276146
AFG,TN_POP_IND,1981,69.336337
AFG,TN_POP_IND,1982,69.47973499999999
AFG,TN_POP_IND,1983,80.81657
AFG,TN_POP_IND,1984,63.741251
AFG,TN_POP_IND,1985,67.983613
AFG,TN_POP_IND,1986,68.928671
AFG,TN_POP_IND,1987,53.374321
AFG,TN_POP_IND,1988,77.403116
AFG,TN_POP_IND,1989,46.716339000000005
AFG,TN_POP_IND,1990,62.874042
AFG,TN_POP_IND,1991,46.478989999999996
AFG,TN_POP_IND,1992,48.258972
AFG,TN_POP_IND,1993,49.138082999999995
AFG,TN_POP_IND,1994,67.670297
AFG,TN_POP_IND,1995,67.233663
AFG,TN_POP_IND,1996,65.593735
AFG,TN_POP_IND,1997,70.764753
AFG,TN_POP_IND,1998,64.520413
AFG,TN_POP_IND,1999,64.509778
AFG,TN_POP_IND,2000,59.388855
AFG,TN_POP_IND,2001,79.552853
AFG,TN_POP_IND,2002,65.642965
AFG,TN_POP_IND,2003,68.673526
AFG,TN_POP_IND,2004,48.101220999999995
AFG,TN_POP_IND,2005,67.7898499
AFG,TN_POP_IND,2006,71.408217
AFG,TN_POP_IND,2007,66.484922
AFG,TN_POP_IND,2008,70.567431
AFG,TN_POP_IND,2009,63.40002
AFG,TN_POP_IND,2010,67.722208
AFG,TN_POP_IND,2011,73.135851
AFG,TN_POP_IND,2012,63.828345
AFG,TN_POP_IND,2013,73.500032
AFG,TN_POP_IND,2014,68.39193
AFG,TN_POP_IND,2015,78.073178
AFG,TN_POP_IND,2016,70.93002899999999
AFG,TN_POP_IND,2017,74.777094
AFG,TN_POP_IND,2018,82.827534
AFG,TN_POP_IND,2019,72.53664500000001
AFG,TN_POP_IND,2020,72.717066
AFG,TN_POP_IND,2021,79.88574
AGO,HD_POP_IND,1979,13.2
AGO,HD_POP_IND,1980,23.0
AGO,HD_POP_IND,1981,19.3
AGO,HD_POP_IND,1982,8.899999999999999
AGO,HD_POP_IND,1983,17.1
AGO,HD_POP_IND,1984,14.8
AGO,HD_POP_IND,1985,18.400000000000002
AGO,HD_POP_IND,1986,15.5
AGO,HD_POP_IND,1987,15.100000000000001
AGO,HD_POP_IND,1988,17.6
AGO,HD_POP_IND,1989,19.0
AGO,HD_POP_IND,1990,21.900000000000002
AGO,HD_POP_IND,1991,16.6
AGO,HD_POP_IND,1992,14.600000000000001
AGO,HD_POP_IND,1993,15.5
AGO,HD_POP_IND,1994,13.7
AGO,HD_POP_IND,1995,20.299999999999997
AGO,HD_POP_IND,1996,26.299999999999997
AGO,HD_POP_IND,1997,32.4
AGO,HD_POP_IND,1998,28.400000000000002
AGO,HD_POP_IND,1999,16.9
AGO,HD_POP_IND,2000,21.6
AGO,HD_POP_IND,2001,26.0
AGO,HD_POP_IND,2002,30.7
AGO,HD_POP_IND,2003,24.400000000000002
AGO,HD_POP_IND,2004,28.3
AGO,HD_POP_IND,2005,19.0
AGO,HD_POP_IND,2006,15.3
AGO,HD_POP_IND,2007,21.299999999999997
AGO,HD_POP_IND,2008,52.699999999999996
AGO,HD_POP_IND,2009,43.6
AGO,HD_POP_IND,2010,47.7
AGO,HD_POP_IND,2011,21.7
AGO,HD_POP_IND,2012,47.900000000000006
AGO,HD_POP_IND,2013,48.6
AGO,HD_POP_IND,2014,46.9
AGO,HD_POP_IND,2015,20.4
AGO,HD_POP_IND,2016,20.0
AGO,HD_POP_IND,2017,22.900000000000002
AGO,HD_POP_IND,2018,22.0
AGO,HD_POP_IND,2019,21.0
AGO,HD_POP_IND,2020,49.7
AGO,HD_POP_IND,2021,52.900000000000006
AGO,HD_TN_POP_IND,1979,9.604950119
AGO,HD_TN_POP_IND,1980,18.098487321
AGO,HD_TN_POP_IND,1981,14.088774354
AGO,HD_TN_POP_IND,1982,8.19978496
AGO,HD_TN_POP_IND,1983,12.841058879
AGO,HD_TN_POP_IND,1984,10.893492010000001
AGO,HD_TN_POP_IND,1985,14.16426098
AGO,HD_TN_POP_IND,1986,11.729640153
AGO,HD_TN_POP_IND,1987,14.641905354
AGO,HD_TN_POP_IND,1988,15.426708487
AGO,HD_TN_POP_IND,1989,12.696660792
AGO,HD_TN_POP_IND,1990,15.8603171
AGO,HD_TN_POP_IND,1991,14.743395384
AGO,HD_TN_POP_IND,1992,13.563994999999998
AGO,HD_TN_POP_IND,1993,11.056692854
AGO,HD_TN_POP_IND,1994,11.5286957
AGO,HD_TN_POP_IND,1995,10.8614178
AGO,HD_TN_POP_IND,1996,17.634557098000002
AGO,HD_TN_POP_IND,1997,25.054952319999998
AGO,HD_TN_POP_IND,1998,21.51371558
AGO,HD_TN_POP_IND,1999,12.6723316
AGO,HD_TN_POP_IND,2000,16.245122
AGO,HD_TN_POP_IND,2001,19.519666511
AGO,HD_TN_POP_IND,2002,24.722530000000003
AGO,HD_TN_POP_IND,2003,19.2987503
AGO,HD_TN_POP_IND,2004,22.173274009
AGO,HD_TN_POP_IND,2005,10.550027231000001
AGO,HD_TN_POP_IND,2006,12.314323850000001
AGO,HD_TN_POP_IND,2007,10.490533899999999
AGO,HD_TN_POP_IND,2008,38.170841
AGO,HD_TN_POP_IND,2009,34.88331189
AGO,HD_TN_POP_IND,2010,39.483670370000006
AGO,HD_TN_POP_IND,2011,13.124758
AGO,HD_TN_POP_IND,2012,39.94216381
AGO,HD_TN_POP_IND,2013,42.396248850000006
AGO,HD_TN_POP_IND,2014,42.30824311
AGO,HD_TN_POP_IND,2015,15.7121969
AGO,HD_TN_POP_IND,2016,15.5949513
AGO,HD_TN_POP_IND,2017,14.9221563
AGO,HD_TN_POP_IND,2018,15.32191076
AGO,HD_TN_POP_IND,2019,19.04388113
AGO,HD_TN_POP_IND,2020,47.2905994
AGO,HD_TN_POP_IND,2021,45.187502699999996
AGO,ID_POP_IND,1979,0.0
AGO,ID_POP_IND,1980,0.0
AGO,ID_POP_IND,1981,0.0
AGO,ID_POP_IND,1982,0.0
AGO,ID_POP_IND,1983,0.0
AGO,ID_POP_IND,1984,0.0
AGO,ID_POP_IND,1985,0.0
AGO,ID_POP_IND,1986,0.0
AGO,ID_POP_IND,1987,0.0
AGO,ID_POP_IND,1988,0.0
AGO,ID_POP_IND,1989,0.0
AGO,ID_POP_IND,1990,0.0
AGO,ID_POP_IND,1991,0.0
AGO,ID_POP_IND,1992,0.0
AGO,ID_POP_IND,1993,0.0
AGO,ID_POP_IND,1994,0.0
AGO,ID_POP_IND,1995,0.0
AGO,ID_POP_IND,1996,0.0
AGO,ID_POP_IND,1997,0.0
AGO,ID_POP_IND,1998,0.0
AGO,ID_POP_IND,1999,0.0
AGO,ID_POP_IND,2000,0.0
AGO,ID_POP_IND,2001,0.0
AGO,ID_POP_IND,2002,0.0
AGO,ID_POP_IND,2003,0.0
AGO,ID_POP_IND,2004,0.0
AGO,ID_POP_IND,2005,0.0
AGO,ID_POP_IND,2006,0.0
AGO,ID_POP_IND,2007,0.0
AGO,ID_POP_IND,2008,0.0
AGO,ID_POP_IND,2009,0.0
AGO,ID_POP_IND,2010,0.0
AGO,ID_POP_IND,2011,0.0
AGO,ID_POP_IND,2012,0.0
AGO,ID_POP_IND,2013,0.0
AGO,ID_POP_IND,2014,0.0
AGO,ID_POP_IND,2015,0.0
AGO,ID_POP_IND,2016,0.0
AGO,ID_POP_IND,2017,0.0
AGO,ID_POP_IND,2018,0.0
AGO,ID_POP_IND,2019,0.0
AGO,ID_POP_IND,2020,0.0
AGO,ID_POP_IND,2021,0.0
AGO,TN_POP_IND,1979,65.646473
AGO,TN_POP_IND,1980,70.95340300000001
AGO,TN_POP_IND,1981,64.372334
AGO,TN_POP_IND,1982,58.952038
AGO,TN_POP_IND,1983,65.580542
AGO,TN_POP_IND,1984,55.702894
AGO,TN_POP_IND,1985,64.357976
AGO,TN_POP_IND,1986,56.483644
AGO,TN_POP_IND,1987,67.130455
AGO,TN_POP_IND,1988,65.41533
